Cuba	2016.0	40.0	North America	1	8.0	0.0	2.0	ignore	2016-02-21	2016-02-21T00:00:00.000000Z	2016-02-21	2016-02-21T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.1692236	-0.1051888	6.0	-0.4425099	-1.560149	NF
Uruguay	2008.0	165.0	South America	1	2.0	0.0	2.0	ignore	2008-08-20	2008-08-20T00:00:00.000000Z	2008-08-20	2008-08-20T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.308401	0.5009665	6.0	0.5952185	1.062145	F
United Kingdom	2018.0	200.0	Europe	1	21.0	0.0	6.0	accomodation	2018-10-22	2018-10-22T00:00:00.000000Z	2018-10-22	2018-10-22T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.844666	1.398906	10.0	1.642386	1.369487	F
Republic of Korea	2008.0	732.0	Asia	1	14.0	0.0	7.0	ignore	2008-11-29	2008-11-29T00:00:00.000000Z	2008-11-29	2008-11-29T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.4701436	1.05099	8.0	0.8808925	0.6571436	F
Yemen	2010.0	679.0	MENA	1	5.0	1.0	2.0	shootings	2010-07-07	2010-07-07T00:00:00.000000Z	2010-07-07	2010-07-07T00:00:00.000000Z	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.189843	-1.017793	6.0	-1.087327	-1.331269	NF
Tajikistan	2013.0	702.0	Asia	1	3.0	0.0	2.0	ignore	2013-08-27	2013-08-27T00:00:00.000000Z	2013-08-27	2013-08-27T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.284166	-1.058831	4.0	-1.252659	-1.504127	NF
Slovakia	2018.0	317.0	Europe	1	8.0	0.0	6.0	ignore	2018-05-11	2018-05-11T00:00:00.000000Z	2018-05-11	2018-05-11T00:00:00.000000Z	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.2620581	0.6173107	8.0	0.5021188	0.8372356	F
Romania	2017.0	360.0	Europe	1	9.0	0.0	3.0	ignore	2017-02-06	2017-02-06T00:00:00.000000Z	2017-02-06	2017-02-06T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0743129	-0.0524346	9.0	0.4195111	0.5985827	F
Vietnam	2016.0	816.0	Asia	1	1.0	1.0	5.0	arrests	2016-04-15	2016-04-15T00:00:00.000000Z	2016-10-02	2016-10-02T00:00:00.000000Z	171.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.452351	0.0194756	8.0	0.0752823	-1.373433	NF
Greece	2012.0	350.0	Europe	1	9.0	0.0	2.0	ignore	2012-09-04	2012-09-04T00:00:00.000000Z	2012-09-04	2012-09-04T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.1834935	0.280436	9.0	0.3931225	0.7007905	F
Kenya	2013.0	501.0	Africa	1	18.0	1.0	3.0	crowd dispersal	2013-12-14	2013-12-14T00:00:00.000000Z	2013-12-14	2013-12-14T00:00:00.000000Z	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.031065	-0.457524	8.0	-0.7111769	-0.2122569	PF
Kenya	2010.0	501.0	Africa	1	10.0	0.0	3.0	crowd dispersal	2010-03-11	2010-03-11T00:00:00.000000Z	2010-03-11	2010-03-11T00:00:00.000000Z	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.9102789	-0.5571369	7.0	-0.9423468	-0.2189553	PF
Venezuela	2007.0	101.0	South America	1	17.0	0.0	2.0	killings	2007-11-26	2007-11-26T00:00:00.000000Z	2007-11-26	2007-11-26T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.113234	-1.092995	8.0	-1.57443	-0.7457311	PF
Belgium	2013.0	211.0	Europe	1	1.0	1.0	2.0	accomodation	2013-10-08	2013-10-08T00:00:00.000000Z	2013-10-08	2013-10-08T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61161	1.709993	9.0	1.464392	1.373046	F
Cambodia	2015.0	811.0	Asia	1	2.0	0.0	3.0	ignore	2015-07-13	2015-07-13T00:00:00.000000Z	2015-07-13	2015-07-13T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.118153	-0.6996924	7.0	-0.9785324	-1.122615	NF
Czechia	2015.0	316.0	Europe	1	6.0	0.0	6.0	crowd dispersal	2015-10-28	2015-10-28T00:00:00.000000Z	2015-10-28	2015-10-28T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5028812	1.059821	9.0	1.137294	1.042761	F
Paraguay	2009.0	150.0	South America	1	4.0	0.0	4.0	ignore	2009-11-25	2009-11-25T00:00:00.000000Z	2009-11-25	2009-11-25T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.8036359	-0.9216511	7.0	-0.883755	-0.134578	PF
Yemen	2014.0	679.0	MENA	1	23.0	0.0	2.0	ignore	2014-09-28	2014-09-28T00:00:00.000000Z	2014-09-28	2014-09-28T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.555182	-1.411508	6.0	-1.200374	-1.301007	NF
Nigeria	2016.0	475.0	Africa	1	23.0	0.0	2.0	ignore	2016-03-08	2016-03-08T00:00:00.000000Z	2016-03-08	2016-03-08T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	-1.024854	-1.087596	8.0	-1.017473	-0.319409	PF
Yemen	2011.0	679.0	MENA	1	15.0	1.0	7.0	crowd dispersal	2011-03-11	2011-03-11T00:00:00.000000Z	2011-03-13	2011-03-13T00:00:00.000000Z	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	-1.227544	-1.146879	7.0	-1.285414	-1.39367	NF
Honduras	2019.0	91.0	Central America	1	3.0	0.0	7.0	crowd dispersal	2019-05-30	2019-05-30T00:00:00.000000Z	2019-05-30	2019-05-30T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8119133	-0.6119988	7.0	-1.009133	-0.5727262	PF
Taiwan	2015.0	713.0	Asia	1	4.0	0.0	3.0	ignore	2015-07-21	2015-07-21T00:00:00.000000Z	2015-07-21	2015-07-21T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.7740635	1.395429	8.0	1.162021	0.8984895	F
Burkina Faso	2011.0	439.0	Africa	1	4.0	1.0	2.0	accomodation	2011-03-22	2011-03-22T00:00:00.000000Z	2011-03-22	2011-03-22T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.3678325	-0.5590531	7.0	-0.3589273	-0.2801855	PF
South Africa	2013.0	560.0	Africa	1	4.0	1.0	3.0	ignore	2013-11-03	2013-11-03T00:00:00.000000Z	2013-11-03	2013-11-03T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0699451	0.4382249	9.0	0.1580778	0.6007034	F
Guatemala	2009.0	90.0	Central America	1	2.0	0.0	4.0	ignore	2009-05-17	2009-05-17T00:00:00.000000Z	2009-05-17	2009-05-17T00:00:00.000000Z	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5268559	-0.714392	7.0	-1.018172	-0.2500028	PF
Bolivia	2017.0	145.0	South America	1	1.0	0.0	3.0	crowd dispersal	2017-04-15	2017-04-15T00:00:00.000000Z	2017-05-04	2017-05-04T00:00:00.000000Z	20.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.6587374	-0.3853793	7.0	-1.20487	-0.0246515	PF
Nepal	2016.0	790.0	Asia	1	1.0	0.0	3.0	ignore	2016-04-24	2016-04-24T00:00:00.000000Z	2016-04-24	2016-04-24T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.7997717	-0.8265509	7.0	-0.795664	-0.2514143	PF
Romania	2018.0	360.0	Europe	1	6.0	0.0	7.0	ignore	2018-05-12	2018-05-12T00:00:00.000000Z	2018-05-12	2018-05-12T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.1516164	-0.1330298	9.0	0.359746	0.5243305	F
Kenya	2017.0	501.0	Africa	1	11.0	0.0	2.0	shootings	2017-11-28	2017-11-28T00:00:00.000000Z	2017-11-28	2017-11-28T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.9550214	-0.3195153	8.0	-0.4156587	-0.1977406	PF
Iraq	2010.0	645.0	MENA	1	5.0	0.0	4.0	ignore	2010-10-08	2010-10-08T00:00:00.000000Z	2010-10-08	2010-10-08T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.259156	-1.197047	5.0	-1.558268	-0.9918546	NF
Iraq	2018.0	645.0	MENA	1	1.0	0.0	2.0	ignore	2018-03-31	2018-03-31T00:00:00.000000Z	2018-03-31	2018-03-31T00:00:00.000000Z	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.394506	-1.30951	6.0	-1.753651	-1.004161	NF
Guatemala	2015.0	90.0	Central America	1	2.0	0.0	5.0	ignore	2015-05-09	2015-05-09T00:00:00.000000Z	2015-05-09	2015-05-09T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	-0.7332659	-0.7112794	8.0	-0.9473416	-0.3464035	PF
Poland	2017.0	290.0	Europe	1	3.0	0.0	7.0	accomodation	2017-07-16	2017-07-16T00:00:00.000000Z	2017-07-22	2017-07-22T00:00:00.000000Z	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.7294688	0.5678334	9.0	0.4414217	0.775966	F
Ireland	2007.0	205.0	Europe	1	23.0	0.0	3.0	ignore	2007-08-28	2007-08-28T00:00:00.000000Z	2007-08-28	2007-08-28T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.748592	1.560755	8.0	1.745495	1.397142	F
Guinea	2013.0	438.0	Africa	1	14.0	0.0	3.0	shootings	2013-11-25	2013-11-25T00:00:00.000000Z	2013-11-25	2013-11-25T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.039872	-1.174088	7.0	-1.37544	-1.022311	PF
Guinea	2015.0	438.0	Africa	1	2.0	1.0	2.0	crowd dispersal	2015-02-09	2015-02-09T00:00:00.000000Z	2015-02-09	2015-02-09T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.9897841	-1.145806	7.0	-1.160825	-0.8574654	PF
Kenya	2015.0	501.0	Africa	1	121.0	0.0	3.0	ignore	2015-10-12	2015-10-12T00:00:00.000000Z	2015-10-12	2015-10-12T00:00:00.000000Z	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.013617	-0.3015067	8.0	-0.4882332	-0.1460002	PF
United Kingdom	2013.0	200.0	Europe	1	17.0	0.0	6.0	accomodation	2013-09-02	2013-09-02T00:00:00.000000Z	2013-09-02	2013-09-02T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.726231	1.51958	9.0	1.697654	1.329037	F
Mexico	2015.0	70.0	North America	1	6.0	0.0	2.0	ignore	2015-06-01	2015-06-01T00:00:00.000000Z	2015-06-07	2015-06-07T00:00:00.000000Z	7.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.7660108	0.2092917	9.0	-0.4471673	-0.075359	PF
Czechia	2017.0	316.0	Europe	1	2.0	0.0	3.0	ignore	2017-12-15	2017-12-15T00:00:00.000000Z	2017-12-16	2017-12-16T00:00:00.000000Z	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.6066105	1.071043	9.0	1.124164	0.8802063	F
Kyrgyzstan	2013.0	703.0	Asia	1	7.0	0.0	1.0	ignore	2013-02-13	2013-02-13T00:00:00.000000Z	2013-02-13	2013-02-13T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.162661	-0.6522024	6.0	-1.109251	-0.5382611	PF
India	2015.0	750.0	Asia	1	10.0	0.0	2.0	crowd dispersal	2015-11-10	2015-11-10T00:00:00.000000Z	2015-11-10	2015-11-10T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.3519882	0.0900683	9.0	-0.0474092	0.4278702	F
Mozambique	2014.0	541.0	Africa	1	2.0	0.0	2.0	ignore	2014-03-20	2014-03-20T00:00:00.000000Z	2014-03-20	2014-03-20T00:00:00.000000Z	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.6722453	-0.7231688	7.0	-0.8104369	-0.2459904	PF
Kuwait	2019.0	690.0	MENA	1	1.0	0.0	3.0	ignore	2019-11-06	2019-11-06T00:00:00.000000Z	2019-11-06	2019-11-06T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	-0.1321924	0.0182124	6.0	0.2156609	-0.655255	PF
Kyrgyzstan	2011.0	703.0	Asia	1	33.0	1.0	3.0	crowd dispersal	2011-12-15	2011-12-15T00:00:00.000000Z	2011-12-15	2011-12-15T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.218826	-0.6379873	6.0	-1.19029	-0.6829873	PF
Indonesia	2016.0	850.0	Asia	1	2.0	0.0	3.0	ignore	2016-08-16	2016-08-16T00:00:00.000000Z	2016-08-16	2016-08-16T00:00:00.000000Z	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	-0.3992099	0.0074111	9.0	-0.3448857	0.1679469	PF
Germany	2016.0	255.0	Europe	1	15.0	0.0	5.0	ignore	2016-03-14	2016-03-14T00:00:00.000000Z	2016-03-14	2016-03-14T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.826143	1.696212	9.0	1.621759	1.364375	F
Panama	2011.0	95.0	Central America	1	4.0	1.0	2.0	crowd dispersal	2011-02-18	2011-02-18T00:00:00.000000Z	2011-02-18	2011-02-18T00:00:00.000000Z	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.3169659	0.0857731	7.0	0.0187698	0.5346385	F
Myanmar	2016.0	775.0	Asia	1	5.0	0.0	5.0	ignore	2016-10-03	2016-10-03T00:00:00.000000Z	2016-10-06	2016-10-06T00:00:00.000000Z	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.6210097	-0.9763568	7.0	-0.8871843	-0.7967733	NF
Mali	2012.0	432.0	Africa	1	2.0	1.0	5.0	ignore	2012-05-21	2012-05-21T00:00:00.000000Z	2012-05-21	2012-05-21T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.8253469	-0.9968629	7.0	-0.6711566	-0.4955301	F
Peru	2011.0	135.0	South America	1	3.0	1.0	4.0	crowd dispersal	2011-06-25	2011-06-25T00:00:00.000000Z	2011-06-25	2011-06-25T00:00:00.000000Z	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.2199286	-0.1572181	9.0	-0.5764814	0.1312396	F
Turkey	2013.0	640.0	MENA	1	6.0	0.0	3.0	crowd dispersal	2013-07-31	2013-07-31T00:00:00.000000Z	2013-07-31	2013-07-31T00:00:00.000000Z	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0923324	0.3811387	9.0	0.0668904	-0.2513264	PF
Burundi	2015.0	516.0	Africa	1	25.0	0.0	2.0	accomodation	2015-05-22	2015-05-22T00:00:00.000000Z	2015-05-22	2015-05-22T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	-1.257721	-1.18448	6.0	-1.167637	-1.272203	NF
Germany	2017.0	255.0	Europe	1	46.0	0.0	2.0	ignore	2017-12-25	2017-12-25T00:00:00.000000Z	2017-12-25	2017-12-25T00:00:00.000000Z	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.843528	1.65318	9.0	1.614979	1.432262	F
Spain	2019.0	230.0	Europe	1	13.0	1.0	7.0	crowd dispersal	2019-10-26	2019-10-26T00:00:00.000000Z	2019-10-26	2019-10-26T00:00:00.000000Z	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.6989556	1.001175	8.0	1.025826	1.037762	F
Guyana	2015.0	110.0	South America	1	1.0	0.0	2.0	ignore	2015-02-16	2015-02-16T00:00:00.000000Z	2015-02-16	2015-02-16T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6353654	-0.3357391	7.0	-0.5275406	0.1840779	F
Mexico	2017.0	70.0	North America	1	2.0	0.0	7.0	ignore	2017-02-12	2017-02-12T00:00:00.000000Z	2017-02-12	2017-02-12T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	-0.8388868	0.0510241	10.0	-0.5586059	-0.077843	PF
Poland	2012.0	290.0	Europe	1	1.0	0.0	5.0	ignore	2012-03-30	2012-03-30T00:00:00.000000Z	2012-03-30	2012-03-30T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6583683	0.6598141	9.0	0.7798713	1.064276	F
Chile	2012.0	155.0	South America	1	5.0	0.0	2.0	crowd dispersal	2012-10-27	2012-10-27T00:00:00.000000Z	2012-10-27	2012-10-27T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.581779	1.263929	9.0	1.391818	1.076945	F
Ireland	2006.0	205.0	Europe	1	31.0	0.0	3.0	crowd dispersal	2006-10-04	2006-10-04T00:00:00.000000Z	2006-10-04	2006-10-04T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.71035	1.536329	8.0	1.722037	1.396541	F
France	2018.0	220.0	Europe	1	15.0	1.0	7.0	crowd dispersal	2018-05-01	2018-05-01T00:00:00.000000Z	2018-05-01	2018-05-01T00:00:00.000000Z	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.317642	1.458658	9.0	1.434449	1.146513	F
Zimbabwe	2015.0	552.0	Africa	1	1.0	0.0	3.0	ignore	2015-01-15	2015-01-15T00:00:00.000000Z	2015-01-15	2015-01-15T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.310675	-1.158085	8.0	-1.317583	-1.165902	NF
Croatia	2018.0	344.0	Europe	1	3.0	0.0	6.0	ignore	2018-06-09	2018-06-09T00:00:00.000000Z	2018-06-09	2018-06-09T00:00:00.000000Z	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0779362	0.5073917	9.0	0.352705	0.4375764	F
Cyprus	2011.0	352.0	Europe	1	17.0	0.0	3.0	crowd dispersal	2011-08-26	2011-08-26T00:00:00.000000Z	2011-08-26	2011-08-26T00:00:00.000000Z	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.8664131	1.56354	7.0	1.072972	1.053583	F
Chile	2015.0	155.0	South America	1	1.0	0.0	2.0	accomodation	2015-03-05	2015-03-05T00:00:00.000000Z	2015-03-05	2015-03-05T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.280415	1.085782	9.0	1.343957	1.004488	F
Sudan	2014.0	625.0	MENA	1	5.0	0.0	3.0	ignore	2014-05-23	2014-05-23T00:00:00.000000Z	2014-05-23	2014-05-23T00:00:00.000000Z	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	-1.445476	-1.532703	6.0	-1.167597	-1.736628	NF
China	2016.0	710.0	Asia	1	8.0	0.0	5.0	accomodation	2016-03-13	2016-03-13T00:00:00.000000Z	2016-03-13	2016-03-13T00:00:00.000000Z	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.2539508	0.3545941	9.0	-0.3345477	-1.559632	NF
Taiwan	2009.0	713.0	Asia	1	4.0	0.0	7.0	ignore	2009-05-17	2009-05-17T00:00:00.000000Z	2009-05-17	2009-05-17T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.6201826	1.161016	7.0	0.9424071	0.8257644	F
Cuba	2015.0	40.0	North America	1	9.0	0.0	3.0	arrests	2015-03-01	2015-03-01T00:00:00.000000Z	2015-03-01	2015-03-01T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0706221	0.0214942	6.0	-0.7015275	-1.558119	NF
Jordan	2015.0	663.0	MENA	1	2.0	0.0	3.0	ignore	2015-01-28	2015-01-28T00:00:00.000000Z	2015-01-28	2015-01-28T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2602587	0.1222115	9.0	0.4393261	-0.769385	NF
United Kingdom	2016.0	200.0	Europe	1	21.0	0.0	3.0	ignore	2016-07-05	2016-07-05T00:00:00.000000Z	2016-07-05	2016-07-05T00:00:00.000000Z	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.895578	1.609554	9.0	1.678407	1.295399	F
Slovakia	2019.0	317.0	Europe	1	1.0	0.0	3.0	ignore	2019-02-19	2019-02-19T00:00:00.000000Z	2019-02-19	2019-02-19T00:00:00.000000Z	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.2180149	0.5852264	7.0	0.5284449	0.8628442	F
Pakistan	2007.0	770.0	Asia	1	8.0	0.0	4.0	ignore	2007-06-03	2007-06-03T00:00:00.000000Z	2007-06-03	2007-06-03T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.8167263	-0.479456	7.0	-0.8870074	-0.9498742	NF
Togo	2012.0	461.0	Africa	1	1.0	1.0	7.0	crowd dispersal	2012-06-12	2012-06-12T00:00:00.000000Z	2012-06-14	2012-06-14T00:00:00.000000Z	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.000161	-1.314191	6.0	-0.9279705	-0.9958094	PF
China	2012.0	710.0	Asia	1	9.0	0.0	6.0	crowd dispersal	2012-04-01	2012-04-01T00:00:00.000000Z	2012-04-01	2012-04-01T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.4357484	0.0233264	9.0	-0.5428619	-1.637941	NF
Spain	2018.0	230.0	Europe	1	2.0	0.0	5.0	ignore	2018-01-30	2018-01-30T00:00:00.000000Z	2018-01-30	2018-01-30T00:00:00.000000Z	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.64632	1.004939	9.0	1.013062	1.019294	F
Uganda	2009.0	500.0	Africa	1	1.0	1.0	2.0	crowd dispersal	2009-09-11	2009-09-11T00:00:00.000000Z	2009-09-12	2009-09-12T00:00:00.000000Z	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	-0.901867	-0.6237722	7.0	-0.4143902	-0.5091616	PF
Thailand	2015.0	800.0	Asia	1	5.0	0.0	2.0	crowd dispersal	2015-05-22	2015-05-22T00:00:00.000000Z	2015-05-22	2015-05-22T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.4934061	0.3498439	9.0	-0.1477922	-0.9691051	NF
Brazil	2019.0	140.0	South America	1	2.0	0.0	3.0	ignore	2019-08-01	2019-08-01T00:00:00.000000Z	2019-08-01	2019-08-01T00:00:00.000000Z	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.3365895	-0.1869027	9.0	-0.1806352	0.2974658	F
