year,protesterviolence,participants_category,duration_int,labor wage dispute,land farm issue,police brutality,"political behavior, process","price increases, tax policy",removal of politician,social restrictions,CC.EST,GE.EST,PV.NO.SRC,RL.EST,VA.EST,Asia,Central America,Europe,MENA,North America,Oceania,South America,NF,PF
2011,0,2,1,0,0,0,1,0,0,0,1.621795,1.609854,9.0,1.667915,1.297412,0,0,1,0,0,0,0,0,0
2012,0,2,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,5,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,7,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,7,1,1,0,0,0,1,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,1,3,1,0,0,1,0,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,1,2,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,3,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,3,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,3,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,2,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,1,3,3,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,3,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,3,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,0,3,1,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2012,1,4,13,0,0,0,1,0,0,0,1.673079,1.599284,9.0,1.736444,1.339133,0,0,1,0,0,0,0,0,0
2013,1,3,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,4,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,1,3,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,3,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,3,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,4,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,3,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,3,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,1,2,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,1,2,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,1,2,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,1,2,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,3,1,0,1,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,1,4,28,0,1,0,0,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,1,2,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,2,1,0,0,0,0,1,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,6,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,4,1,1,0,0,0,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,3,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2013,0,4,1,0,0,0,1,0,0,0,1.726231,1.51958,9.0,1.697654,1.329037,0,0,1,0,0,0,0,0,0
2014,1,3,1,0,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,3,1,0,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,6,1,1,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,2,1,0,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,3,1,0,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,7,1,1,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,3,1,0,1,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,2,1,0,0,0,0,0,1,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,5,1,0,0,0,1,0,1,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,7,1,0,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,0,7,1,1,0,0,0,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,1,5,1,0,0,0,1,0,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2014,1,5,1,0,0,0,1,1,0,0,1.750967,1.629748,9.0,1.87901,1.27579,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,1,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,5,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,1,2,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,1,2,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,5,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,2,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,5,1,0,0,0,1,1,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,2,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,1,0,0,0,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,7,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,2,1,1,0,0,0,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,1,5,1,0,0,0,0,1,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,1,0,0,0,1,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2015,0,3,2,1,0,0,0,0,0,0,1.872378,1.735867,9.0,1.805544,1.297837,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,0,1,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,0,1,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,1,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,1,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,1,2,1,0,0,0,1,0,0,1,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,1,2,1,0,0,0,1,0,0,1,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,0,1,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,1,0,0,0,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,5,1,1,0,0,0,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,5,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,5,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,1,0,0,0,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,5,1,0,0,0,1,0,0,1,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,5,1,0,0,1,1,0,0,1,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,1,5,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,5,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,6,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2016,0,3,14,0,0,0,1,0,0,0,1.895578,1.609554,9.0,1.678407,1.295399,0,0,1,0,0,0,0,0,0
2017,0,3,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,4,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,7,1,0,0,0,0,0,0,1,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,7,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,3,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,5,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,3,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,3,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,5,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,5,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,5,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,2,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,3,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,1,2,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,3,1,0,0,0,0,0,1,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,1,2,1,0,0,1,0,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,1,2,1,0,0,1,0,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,7,1,0,0,0,1,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,5,1,0,0,0,0,0,0,1,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,3,1,0,1,0,0,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2017,0,2,1,1,0,0,0,0,0,0,1.860195,1.469662,10.0,1.686237,1.36325,0,0,1,0,0,0,0,0,0
2018,0,3,1,0,0,0,0,1,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,5,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,3,1,0,0,1,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,1,3,13,1,0,0,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,1,1,0,0,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,3,1,1,0,0,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,10,1,0,0,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,1,1,0,0,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,4,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,3,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,1,5,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,7,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,5,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,3,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,5,1,0,0,0,1,0,1,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,7,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,6,1,1,0,0,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,7,1,1,0,0,0,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,2,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2018,0,5,1,0,0,0,1,0,0,0,1.844666,1.398906,10.0,1.642386,1.369487,0,0,1,0,0,0,0,0,0
2019,0,2,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,7,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,7,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,7,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,7,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,1,4,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,0,0,0,1,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,2,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,4,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,2,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,1,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,2,1,0,0,0,1,0,1,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,1,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,1,2,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,7,1,0,0,0,1,0,1,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,2,150,0,1,0,0,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,2,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,3,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2019,0,7,1,0,0,0,1,0,0,0,1.785975,1.482738,9.0,1.606702,1.261399,0,0,1,0,0,0,0,0,0
2020,0,3,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2020,0,3,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2020,0,2,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2020,0,2,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2020,0,2,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2020,0,2,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2020,0,2,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2020,0,2,1,0,0,0,1,0,0,0,1.692274,1.376632,8.0,1.496935,1.246781,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,0,1,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,1,0,0,0,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,0,1,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,1,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,1,0,0,0,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,4,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,0,1,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,5,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,3,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
2006,0,2,1,0,0,0,1,0,0,0,1.71035,1.536329,8.0,1.722037,1.396541,0,0,1,0,0,0,0,0,0
